census_tract,county,location,population,PollutionScore,pm25,diesel_pm,traffic_density,ozone,asthma,cardiovascular_disease,diabetes,low_birth_weight
6087100200,Santa Cruz,Santa Cruz,6636,6.237929519,6.755924225,0.075926487,1094.738,0.031698939,14.56,9.48,9.4,2.82
6087100300,Santa Cruz,Santa Cruz,3699,5.01604971,7.012728119,0.036513664,487.816,0.031698939,14.4,9.37,9.1,5.26
6087100400,Santa Cruz,Santa Cruz,9533,2.788608732,6.992370701,0.034734094,220.208,0.031698939,14.4,9.37,2.4,5.88
6087100500,Santa Cruz,Santa Cruz,5546,3.661967329,7.33031249,0.016793827,240.229,0.031360499,14.4,9.37,9.0,2.62
6087100600,Santa Cruz,Santa Cruz,3167,5.093723704,7.446184635,0.038401715,275.742,0.031360499,14.4,9.37,7.4,4.03
6087100700,Santa Cruz,Santa Cruz,1994,5.539745939,7.150050163,0.0640683,695.542,0.031698939,14.4,9.37,9.9,10.31
6087100801,Santa Cruz,Santa Cruz,4057,5.269359022,7.079683304,0.047554662,460.622,0.031698939,14.44,9.41,8.3,5.69
6087100802,Santa Cruz,Santa Cruz,3025,4.615253757,7.040935993,0.046101141,401.352,0.031698939,14.59,9.58,8.2,1.82
6087100900,Santa Cruz,Santa Cruz,3941,4.262203255,7.141251802,0.058258907,501.719,0.031698939,14.61,9.6,9.5,4.15
6087101001,Santa Cruz,Santa Cruz,3429,5.102000279,7.394442558,0.205927867,347.146,0.031360499,14.4,9.37,8.9,2.84
6087101002,Santa Cruz,Santa Cruz,4749,5.157439214,7.454874754,0.164622277,290.177,0.031360499,14.4,9.37,7.6,5.97
6087101100,Santa Cruz,Santa Cruz,5260,4.252100966,7.593804121,0.021825803,235.071,0.031360499,14.4,9.37,9.3,4.57
6087101200,Santa Cruz,Santa Cruz,3025,4.521851142,7.583626568,0.047718151,291.713,0.031360499,14.4,9.37,11.0,3.06
6087110101,Santa Cruz,Watsonville,2646,4.376910465,7.168581009,0.045370236,253.145,0.034887932,42.84,13.84,13.9,5.85
6087110102,Santa Cruz,Watsonville,4145,5.25135594,7.133370399,0.04828221,288.425,0.034584449,42.84,13.84,17.3,6.02
6087110201,Santa Cruz,Watsonville,3270,4.099304623,7.138098717,0.021790079,329.468,0.034584449,42.84,13.84,11.6,6.21
6087110202,Santa Cruz,Watsonville,4384,5.285610306,7.128107071,0.039814373,285.283,0.034887932,42.84,13.84,15.2,5.95
6087110301,Santa Cruz,Watsonville,4186,6.754048476,7.120361805,0.090448045,444.866,0.034584449,42.84,13.84,13.5,4.45
6087110302,Santa Cruz,Watsonville,3156,5.691876549,7.115409374,0.094292433,457.532,0.034584449,42.84,13.84,15.5,6.54
6087110401,Santa Cruz,Watsonville,3523,7.815923391,7.113666296,0.106447125,735.538,0.03427764,42.84,13.84,15.8,4.62
6087110402,Santa Cruz,Watsonville,5182,6.609646026,7.140804768,0.099421058,960.246,0.03427764,42.84,13.84,10.1,4.46
6087110503,Santa Cruz,Watsonville,3150,4.647220708,7.1025033,0.02305677,370.697,0.034584449,45.71,16.29,14.3,5.26
6087110504,Santa Cruz,Freedom,3025,4.276293577,7.086743355,0.046062982,484.25,0.034887932,50.0,19.95,12.3,5.53
6087110505,Santa Cruz,Watsonville,4889,4.979409078,7.1025033,0.046228565,392.823,0.034584449,42.84,13.84,12.8,4.25
6087110506,Santa Cruz,Watsonville,3042,4.017769068,7.105596542,0.027288621,470.233,0.034584449,42.84,13.84,11.6,7.05
6087110601,Santa Cruz,Watsonville,4451,5.211010328,7.124096394,0.069012032,800.313,0.03427764,48.89,19.01,12.8,5.65
6087110602,Santa Cruz,Watsonville,3415,4.568535788,7.105596542,0.041638966,634.469,0.034584449,44.07,14.89,13.4,5.08
6087110700,Santa Cruz,Watsonville,2996,5.460560571,7.039418697,0.040292726,552.95,0.034584449,47.06,17.44,12.0,4.62
6087120200,Santa Cruz,Santa Cruz,4446,4.118855394,6.764465846,0.003745348,155.892,0.03203371,14.56,9.56,11.2,4.76
6087120301,Santa Cruz,Ben Lomond,4429,3.684654057,6.369207715,0.003402335,139.923,0.033336884,15.73,9.89,9.8,2.59
6087120302,Santa Cruz,Ben Lomond,3733,3.198559894,6.148943288,0.005988221,442.821,0.033016399,16.45,10.49,9.0,5.43
6087120400,Santa Cruz,Boulder Creek,4712,3.325114813,6.490916303,0.005323027,148.36,0.033336884,14.73,10.0,9.3,3.32
6087120500,Santa Cruz,Boulder Creek,5878,2.493047932,6.464583166,0.006149845,206.671,0.034584449,13.75,8.89,9.0,4.73
6087120600,Santa Cruz,Felton,4441,3.394265211,6.351799907,0.004300737,229.216,0.033653894,16.0,9.55,9.5,1.61
6087120700,Santa Cruz,Felton,4053,3.94925128,6.56383729,0.008879904,339.795,0.03236485,15.73,9.16,8.6,7.43
6087120800,Santa Cruz,Santa Cruz,6189,4.952031955,6.651719298,0.033814206,1003.838,0.03236485,13.44,8.08,9.8,3.35
6087120901,Santa Cruz,Scotts Valley,3827,2.921881738,6.456946373,0.007758547,676.169,0.033336884,12.77,7.19,10.3,5.45
6087120902,Santa Cruz,Scotts Valley,5005,3.616779552,6.506556749,0.034997775,986.197,0.033653894,12.48,7.05,8.4,4.16
6087121000,Santa Cruz,Los Gatos,2930,2.21405343,6.294695405,0.005063566,398.213,0.03548506,16.7,8.33,9.4,3.72
6087121100,Santa Cruz,Soquel,3199,2.288080126,6.449205791,0.007393243,179.946,0.033967467,20.63,9.4,10.6,3.91
6087121200,Santa Cruz,Santa Cruz,6730,4.074407313,6.551053201,0.019447383,802.34,0.032692401,15.22,8.62,10.3,3.07
6087121300,Santa Cruz,Santa Cruz,4036,4.257418837,6.558454752,0.030108725,1015.34,0.03203371,18.56,9.38,10.3,6.39
6087121401,Santa Cruz,Santa Cruz,3036,4.463005053,6.28298521,0.094459173,972.562,0.031698939,14.81,9.58,11.5,0.79
6087121402,Santa Cruz,Santa Cruz,4238,4.563416835,6.797066689,0.051337123,753.236,0.03203371,14.61,9.6,10.5,4.73
6087121403,Santa Cruz,Santa Cruz,3300,3.711804238,6.769082069,0.030430607,435.85,0.031698939,14.61,9.6,10.3,2.73
6087121501,Santa Cruz,Santa Cruz,2498,3.999349151,7.390894413,0.045653183,511.985,0.031698939,14.61,9.6,10.3,6.29
6087121502,Santa Cruz,Santa Cruz,2397,3.632339582,7.307145119,0.02506112,565.957,0.031698939,14.61,9.6,11.1,5.0
6087121601,Santa Cruz,Santa Cruz,3794,3.166432816,7.43927002,0.016602004,373.231,0.031698939,14.61,9.6,9.4,5.39
6087121602,Santa Cruz,Santa Cruz,2655,3.524054311,7.266696215,0.012765065,467.547,0.03203371,15.22,9.64,9.8,5.97
6087121701,Santa Cruz,Capitola,4437,3.900154012,6.977145195,0.025039699,701.608,0.03203371,18.72,9.9,11.0,5.02
6087121702,Santa Cruz,Santa Cruz,3248,4.076827177,6.797066689,0.041004641,832.077,0.03203371,15.9,9.68,9.7,3.41
6087121801,Santa Cruz,Capitola,1446,2.546018459,7.04958725,0.028423157,262.831,0.03236485,18.78,9.9,10.7,7.23
6087121802,Santa Cruz,Capitola,2302,4.09849606,7.026548862,0.052886923,1250.732,0.03236485,18.91,9.89,11.7,6.42
6087122001,Santa Cruz,Aptos,5393,3.328130081,6.57376948,0.004159485,317.709,0.033967467,22.0,9.46,9.3,6.6
6087122002,Santa Cruz,Aptos,3039,2.672416155,6.48354737,0.006267996,145.066,0.034887932,23.24,9.26,9.8,4.32
6087122004,Santa Cruz,Aptos,2712,3.349630957,6.763756514,0.031146783,1461.797,0.033336884,18.72,8.17,10.3,5.22
6087122005,Santa Cruz,Soquel,4266,4.60009112,6.825678825,0.088170684,1375.647,0.032692401,20.08,9.03,9.7,3.83
6087122100,Santa Cruz,Aptos,3488,3.906729521,7.010857423,0.03781937,1360.541,0.033016399,17.66,8.01,9.7,5.26
6087122202,Santa Cruz,Aptos,2327,3.272347817,6.80735143,0.027554042,1052.352,0.033653894,22.41,9.04,9.5,1.12
6087122203,Santa Cruz,Aptos,3844,3.114891776,6.914616346,0.011586893,267.243,0.033336884,19.63,8.39,9.9,3.01
6087122204,Santa Cruz,Aptos,3169,3.381740115,6.739472798,0.017798505,764.832,0.033967467,17.6,7.91,10.1,4.76
6087122205,Santa Cruz,Aptos,2767,3.940860882,7.00942421,0.014956563,901.466,0.033336884,18.45,8.11,10.2,3.41
6087122300,Santa Cruz,Watsonville,4062,6.994861627,7.224155459,0.053085002,1178.471,0.033336884,42.1,13.67,13.1,7.81
6087122401,Santa Cruz,Watsonville,2375,3.133961356,6.437134591,0.009228497,89.884,0.036356692,40.94,13.55,14.1,4.82
6087122402,Santa Cruz,Watsonville,4287,4.371095479,6.750636154,0.01809911,726.636,0.034584449,35.8,12.19,11.9,7.05
6087122500,Santa Cruz,Watsonville,7136,5.342886226,7.060316133,0.043370266,334.385,0.03548506,43.19,14.14,12.4,4.42
6087123100,Santa Cruz,Watsonville,2905,4.07591629,6.998150455,0.041407124,334.533,0.035188123,43.7,14.57,12.8,5.45
6087123300,Santa Cruz,Watsonville,1467,4.922680129,6.747942905,0.02934736,189.642,0.03606931,41.5,14.28,11.7,3.61
6089010100,Shasta,Redding,1818,4.498843798,7.300418695,0.188781322,337.773,0.046695918,30.39,12.22,15.4,8.09
6089010200,Shasta,Redding,2277,4.542608202,7.418767929,0.138361373,594.16,0.046695918,30.39,12.22,12.5,4.15
6089010300,Shasta,Redding,4098,4.206459773,7.32229008,0.205372097,787.093,0.046695918,30.83,14.62,10.7,3.86
6089010400,Shasta,Redding,4981,4.152934378,6.921916326,0.0905461,550.95,0.046868073,30.3,12.44,11.1,7.58
6089010500,Shasta,Redding,5335,4.8042025,7.180152575,0.08132448,269.053,0.046695918,30.39,12.22,10.7,8.9
6089010601,Shasta,Redding,2481,2.763850898,7.015320396,0.023881749,292.797,0.046695918,30.39,12.22,10.8,3.91
6089010602,Shasta,Redding,5468,3.216202983,7.192912181,0.038979901,323.505,0.046345924,30.39,12.22,9.1,4.83
6089010702,Shasta,Redding,3322,3.305737984,7.152227402,0.020525418,298.291,0.046345924,34.82,13.29,13.2,5.22
6089010703,Shasta,Redding,3932,3.768082211,7.315484643,0.109591225,1238.377,0.046521875,34.66,13.42,10.8,5.45
6089010704,Shasta,Redding,3977,2.972277247,7.198647857,0.066080095,427.038,0.046345924,35.25,13.39,14.8,7.49
6089010803,Shasta,Redding,5411,3.166300955,7.187674904,0.082214876,781.532,0.046695918,35.25,13.39,9.5,5.77
6089010804,Shasta,Redding,2194,2.414173108,7.057783808,0.020248407,277.494,0.046695918,35.25,13.39,11.9,3.0
6089010805,Shasta,Redding,5358,3.554833809,7.149462117,0.046922961,547.331,0.046868073,35.02,13.46,9.9,2.74
6089010806,Shasta,Redding,3161,4.177177672,7.167139053,0.055800603,637.084,0.046168044,35.44,13.58,12.9,4.92
6089010807,Shasta,Redding,4604,2.868892106,7.069698989,0.03689914,593.56,0.046521875,35.56,13.69,11.2,4.71
6089010900,Shasta,Redding,4731,4.560975819,6.959584554,0.098003727,1001.679,0.046868073,29.23,15.0,11.3,7.92
6089011001,Shasta,Redding,1632,2.480201721,7.131494695,0.003344552,60.651,0.046521875,30.39,12.22,10.7,7.35
6089011002,Shasta,Redding,4928,4.504932914,7.031029224,0.039053768,383.323,0.046695918,30.3,12.38,12.7,3.88
6089011100,Shasta,Redding,3340,3.920995802,6.990563774,0.043741707,718.916,0.046868073,30.29,12.42,10.4,4.87
6089011209,Shasta,Redding,5707,3.967420364,6.890608788,0.10989143,921.866,0.046868073,29.15,15.2,11.4,6.45
6089011300,Shasta,Redding,5047,4.170612402,7.128332019,0.077391818,586.098,0.046868073,29.15,15.2,10.3,3.57
6089011401,Shasta,Redding,4211,2.538435352,6.985382795,0.028314911,88.011,0.046868073,29.15,15.2,10.8,5.2
6089011402,Shasta,Redding,2682,1.979156033,6.961049199,0.016297011,141.595,0.046868073,29.15,15.2,12.0,9.76
6089011403,Shasta,Redding,3258,3.178392208,7.071884036,0.028240078,244.082,0.046868073,29.33,15.15,11.3,3.55
6089011501,Shasta,Redding,3282,4.173434546,7.039218505,0.052781391,927.05,0.046868073,29.12,15.21,12.0,7.17
6089011502,Shasta,Redding,2642,3.78741556,7.139264488,0.030411199,187.371,0.047038362,28.87,15.56,12.9,1.68
6089011600,Shasta,Redding,3510,3.739842888,7.041111368,0.009508778,99.054,0.045806414,36.74,14.93,13.2,3.53
6089011701,Shasta,Shasta Lake,2846,2.559780255,7.048842669,0.049721858,709.679,0.046168044,40.47,18.45,12.3,4.7
6089011702,Shasta,Shasta Lake,3582,3.537525057,7.021032174,0.052664566,310.056,0.045988215,40.73,18.7,12.4,5.56
6089011703,Shasta,Shasta Lake,2898,3.066907627,7.006353325,0.036259998,483.886,0.045988215,40.65,18.62,14.7,7.11
6089011801,Shasta,Redding,3058,2.029176179,7.037614577,0.007407806,118.864,0.047038362,35.25,15.83,12.2,5.22
6089011802,Shasta,Redding,2635,1.949629591,7.047906485,0.003548912,137.222,0.046521875,35.25,13.57,12.0,2.63
6089011803,Shasta,Redding,2625,2.515498258,7.068519042,0.012209925,510.518,0.046168044,35.33,13.47,14.4,7.59
6089011900,Shasta,Palo Cedro,5121,3.08214185,7.067704185,0.009015142,158.411,0.047206805,26.92,14.71,10.6,6.73
6089012000,Shasta,Anderson,5417,4.463098339,7.376400328,0.079410782,548.402,0.047206805,27.72,16.91,13.0,5.52
6089012101,Shasta,Anderson,5056,4.404634904,7.368155162,0.116028776,745.313,0.047038362,27.76,16.97,11.4,6.9
6089012102,Shasta,Anderson,2250,3.276337517,7.269238313,0.046306762,435.341,0.047373421,27.76,16.97,14.0,7.6
6089012200,Shasta,Anderson,6346,3.936222959,7.210348865,0.047521919,403.686,0.048335857,27.19,16.07,11.9,2.89
6089012301,Shasta,Anderson,2655,4.348746698,7.268699855,0.034754224,390.62,0.046868073,27.92,16.69,14.7,6.18
6089012302,Shasta,Anderson,5747,2.444460734,7.115108278,0.002340225,65.018,0.046868073,27.84,16.48,11.8,6.62
6089012303,Shasta,Cottonwood,3749,2.655977601,7.245554572,0.004542319,291.782,0.047206805,27.29,16.23,11.0,4.74
6089012400,Shasta,Igo,3275,4.255684147,6.980406582,0.000983164,139.997,0.045806414,32.4,13.69,12.4,5.84
6089012500,Shasta,Lakehead,1222,2.229239192,6.760050087,0.006156043,566.275,0.045248966,13.72,6.89,16.4,1.43
6089012603,Shasta,Shingletown,4093,2.866550525,6.672311051,0.003283045,62.539,0.049381949,37.43,14.14,13.9,5.18
6089012604,Shasta,Shingletown,2259,2.388289758,6.700048799,0.00160305,83.326,0.04894338,33.82,14.14,12.9,4.4
6089012606,Shasta,Montgomery Creek,3438,3.435795767,6.74533724,0.001441201,61.809,0.046695918,22.63,17.43,14.5,4.19
6089012701,Shasta,Burney,4006,3.572573463,6.642398496,0.006072533,88.908,0.047206805,33.63,22.05,13.1,9.82
6089012702,Shasta,Fall River Mills,2827,3.650997707,6.823936366,0.005103296,52.923,0.047038362,26.62,30.18,14.6,5.03
6091010000,Sierra,Sierraville,2731,3.577376568,6.595986999,0.001061767,72.533,0.051966208,2.35,1.06,13.3,5.45
6093000300,Siskiyou,Montague,4352,4.111429605,7.003449245,0.001942351,142.485,0.043462934,31.51,17.41,13.1,5.05
6093000600,Siskiyou,Fort Jones,1584,3.77357174,6.910374167,0.002871883,48.989,0.041028075,34.87,9.12,12.8,5.95
6093000701,Siskiyou,Yreka,3860,4.524729035,6.899526211,0.003302118,198.984,0.043253451,44.67,17.91,12.7,3.11
6093000702,Siskiyou,Yreka,3789,3.945967454,6.974672379,0.019575812,257.717,0.043253451,51.1,17.24,13.2,5.69
6093000703,Siskiyou,Yreka,3683,3.058072624,6.898317337,0.020999325,135.11,0.043041672,51.47,17.24,12.8,2.78
6093000800,Siskiyou,Forks of Salmon,3358,3.599628005,6.752925614,0.000797674,33.149,0.039821029,23.61,0.56,13.8,1.3
6093000901,Siskiyou,Weed,4048,3.695318366,6.751092472,0.011072985,348.617,0.043462934,33.53,25.35,13.5,5.28
6093000902,Siskiyou,Montague,3559,3.775963373,6.988437301,0.005058061,284.61,0.043670146,33.26,24.64,12.7,4.83
6093001002,Siskiyou,Mount Shasta,1524,2.523880806,6.594682659,0.062589757,416.407,0.044672985,31.39,19.51,12.1,6.94
6093001003,Siskiyou,Mount Shasta,4326,2.671333855,6.59565132,0.019770572,420.697,0.044672985,31.29,19.57,12.9,3.11
6093001100,Siskiyou,Dunsmuir,2022,3.06395271,6.455277494,0.015238324,529.615,0.044867075,39.8,19.87,13.7,9.09
6093001200,Siskiyou,Modoc/Shasta/Klamath Forest,1145,2.647121365,6.490688923,0.001156285,74.543,0.04562262,28.4,23.29,16.7,5.26
6093001300,Siskiyou,Somes Bar,2357,3.67880081,6.979907852,0.001409233,86.266,0.038806882,19.55,4.28,15.9,3.03
6095250103,Solano,Vallejo,4691,3.984448446,7.343651056,0.096533906,1008.767,0.031698939,58.56,13.31,13.7,7.69
6095250104,Solano,Vallejo,2163,2.218266166,7.339333534,0.021557326,245.605,0.03203371,57.94,13.3,15.4,7.95
6095250105,Solano,Vallejo,7453,2.859692964,7.381452084,0.032907799,1019.906,0.03236485,57.94,13.3,13.9,7.28
6095250106,Solano,Vallejo,3646,2.898420264,7.246042675,0.007547093,778.535,0.033016399,55.92,13.21,13.1,6.15
6095250200,Solano,Vallejo,4395,3.42155284,7.310944557,0.02888703,318.44,0.03203371,57.94,13.3,12.6,5.64
6095250300,Solano,Vallejo,3710,4.592068668,7.363740444,0.145432749,1081.278,0.031698939,58.62,13.31,13.2,5.03
6095250400,Solano,Vallejo,3763,4.58637607,7.356550932,0.164218217,1455.262,0.031360499,57.94,13.3,12.7,7.42
6095250501,Solano,Vallejo,2542,3.874640258,7.344661236,0.04402794,974.15,0.031698939,57.94,13.3,12.1,9.25
6095250502,Solano,Vallejo,3116,3.643415957,7.357933044,0.039564409,980.31,0.03203371,57.94,13.3,14.1,4.32
6095250601,Solano,Vallejo,5000,5.476380187,7.388841152,0.223073567,1848.66,0.031360499,60.11,13.33,14.6,6.36
6095250604,Solano,Vallejo,3975,3.426278812,7.396372954,0.018150555,1461.717,0.031360499,59.08,13.31,13.5,6.08
6095250605,Solano,Vallejo,4088,4.519847515,7.376181698,0.052990329,965.076,0.031698939,56.97,13.21,13.0,5.49
6095250701,Solano,Vallejo,3315,6.513292373,7.443340937,0.144260366,1137.698,0.031360499,97.46,13.79,16.5,5.18
6095250801,Solano,Vallejo,4764,6.84994976,7.579554025,0.031620519,1389.912,0.031360499,86.07,12.39,9.6,6.71
6095250900,Solano,Vallejo,2830,5.962502927,7.443213463,0.171836897,470.65,0.031360499,97.46,13.79,20.9,7.49
6095251000,Solano,Vallejo,2069,5.45037427,7.402089596,0.08135409,387.318,0.031360499,97.46,13.79,12.1,8.63
6095251100,Solano,Vallejo,2876,5.265649699,7.370893478,0.254604945,1266.081,0.031360499,97.46,13.79,13.8,4.27
6095251200,Solano,Vallejo,3163,4.981810981,7.365990162,0.244037127,1078.115,0.031360499,97.46,13.79,13.1,6.29
6095251300,Solano,Vallejo,3038,4.85994187,7.362524986,0.253496888,1291.699,0.031698939,97.46,13.79,11.2,7.43
6095251400,Solano,Vallejo,5820,4.519144397,7.355110645,0.132312597,919.865,0.031698939,87.41,12.83,12.3,7.66
6095251500,Solano,Vallejo,3586,4.581305226,7.411822796,0.088907802,387.968,0.031360499,97.46,13.79,14.6,6.2
6095251600,Solano,Vallejo,2743,5.129550591,7.451491833,0.198686034,409.441,0.031360499,97.46,13.79,14.5,8.74
6095251701,Solano,Vallejo,3500,4.887128726,7.374994516,0.060139927,572.892,0.031360499,97.46,13.79,12.9,5.2
6095251702,Solano,Vallejo,2874,3.507206172,7.364378452,0.065569066,971.163,0.031698939,97.46,13.79,12.9,8.67
6095251802,Solano,Vallejo,3054,5.917965903,7.346182823,0.186232845,1079.01,0.031698939,85.28,12.63,19.2,6.81
6095251803,Solano,Vallejo,4875,6.312404032,7.409840393,0.380847107,1224.134,0.031698939,77.55,12.42,12.6,6.05
6095251804,Solano,Vallejo,3200,2.101667556,7.489911079,0.01689406,121.525,0.03203371,77.17,12.37,13.2,5.3
6095251901,Solano,Vallejo,5717,5.49279202,7.414364815,0.075504025,1383.526,0.03203371,80.14,12.14,15.5,8.54
6095251902,Solano,Vallejo,5584,5.609575411,7.375819047,0.107007198,877.167,0.03236485,79.16,12.22,15.0,6.67
6095251903,Solano,Vallejo,5514,4.063292946,7.379878521,0.062601398,1540.342,0.032692401,77.32,12.33,13.9,7.29
6095252000,Solano,Benicia,4293,4.698655991,7.453212738,0.060675669,757.78,0.03236485,35.9,11.21,13.0,1.78
6095252102,Solano,Benicia,4048,6.387137239,7.478244149,0.03852571,1295.28,0.034584449,35.9,11.21,10.4,5.65
6095252103,Solano,Vallejo,6004,2.107972721,7.346788565,0.011256702,227.321,0.03236485,57.94,13.3,13.3,5.09
6095252104,Solano,Benicia,5704,4.345767886,7.368970129,0.015016187,223.644,0.033016399,42.3,11.82,11.3,5.14
6095252105,Solano,Benicia,3129,3.570116328,7.353374004,0.034883744,940.084,0.03236485,35.9,11.21,9.6,2.58
6095252106,Solano,Benicia,4544,3.21607529,7.361577272,0.030708377,651.999,0.032692401,35.9,11.21,10.8,9.09
6095252107,Solano,Benicia,3362,3.617218655,7.389828364,0.027829952,745.776,0.033016399,35.9,11.21,10.9,8.84
6095252108,Solano,Benicia,2928,4.511829062,7.413213253,0.09251887,1273.642,0.032692401,35.9,11.21,11.5,3.31
6095252203,Solano,Fairfield,4284,3.836066809,7.018283318,0.013129735,839.352,0.036356692,42.58,12.72,10.6,6.32
6095252204,Solano,American Canyon,5588,3.651002915,7.074143124,0.010161567,2289.52,0.035188123,41.82,12.71,11.1,5.02
6095252205,Solano,Fairfield,8609,4.164474041,7.28717526,0.040587548,2192.368,0.034887932,42.47,12.68,11.2,3.62
6095252206,Solano,Fairfield,5846,4.254113495,7.25542593,0.045849102,2385.765,0.03427764,49.69,12.93,12.9,7.89
6095252305,Solano,Fairfield,5962,5.546469212,7.543074052,0.098269838,1586.176,0.036640957,44.31,12.88,10.9,4.3
6095252306,Solano,Fairfield,3007,4.004590541,7.574932257,0.107490017,1681.246,0.038016715,44.36,12.89,12.9,3.57
6095252310,Solano,Fairfield,3169,2.450506317,7.166372796,0.015134443,119.699,0.03774753,42.17,12.66,11.7,3.67
6095252311,Solano,Fairfield,4289,3.216623646,7.41152307,0.036629061,2817.362,0.038546359,43.87,12.84,12.2,6.03
6095252312,Solano,Fairfield,3304,3.720744314,7.477778912,0.075496707,2070.287,0.03828298,44.54,12.9,11.8,7.83
6095252313,Solano,Fairfield,4770,3.220369319,7.40216581,0.061813367,2914.888,0.03906458,85.3,16.44,12.9,4.52
6095252314,Solano,Fairfield,4520,3.806048689,7.536285877,0.146222216,1446.363,0.038546359,86.12,16.51,12.7,6.32
6095252315,Solano,Fairfield,4093,2.61945209,7.61895752,0.047221441,207.428,0.03906458,87.41,16.62,12.9,3.77
6095252316,Solano,Fairfield,4386,3.586257838,7.609541416,0.05651069,488.49,0.03906458,87.41,16.62,12.4,4.65
6095252317,Solano,Fairfield,13035,5.281355448,7.598757097,0.033314623,494.103,0.039821029,86.92,16.59,10.3,5.54
6095252401,Solano,Fairfield,4802,5.390946564,7.836484432,0.141353732,1474.183,0.038016715,87.41,16.62,13.4,5.73
6095252402,Solano,Fairfield,5486,5.941610272,7.823969324,0.063624912,1273.506,0.037475394,84.42,16.46,12.4,7.01
6095252501,Solano,Fairfield,2995,4.810535184,7.814864635,0.108891213,376.839,0.03828298,87.41,16.62,15.7,5.65
6095252502,Solano,Fairfield,1757,5.944837923,7.814864635,0.164147419,847.775,0.038016715,86.77,16.73,11.0,9.94
6095252604,Solano,Fairfield,3761,4.722092661,7.642782688,0.18223724,1564.261,0.03828298,87.41,16.62,13.7,5.26
6095252605,Solano,Fairfield,5755,4.168257689,7.635379314,0.110418148,445.078,0.038546359,87.41,16.62,13.2,6.53
6095252606,Solano,Fairfield,6016,4.166873123,7.645389318,0.092933889,533.37,0.038546359,87.41,16.62,13.4,6.97
6095252607,Solano,Fairfield,3836,4.763085259,7.746761799,0.136099525,495.441,0.038546359,86.67,16.75,13.5,6.32
6095252608,Solano,Fairfield,4313,3.558281168,7.697012424,0.100322264,461.533,0.038806882,87.41,16.62,12.9,6.25
6095252610,Solano,Fairfield,3042,3.833496787,7.744957447,0.064486596,461.677,0.03906458,87.41,16.62,13.1,7.83
6095252611,Solano,Fairfield,3849,3.572092856,7.699472427,0.06540379,428.078,0.038806882,85.45,16.96,12.3,10.03
6095252702,Solano,Suisun City,7169,6.834188152,7.610739931,0.003869725,619.042,0.03828298,76.99,18.31,14.3,7.27
6095252703,Solano,Suisun City,4093,4.938632956,7.746761799,0.12201698,829.796,0.038546359,77.78,18.29,12.3,7.73
6095252704,Solano,Suisun City,5387,4.482610417,7.735375881,0.072489024,523.908,0.038806882,77.72,18.3,11.4,7.04
6095252705,Solano,Suisun City,6115,3.908106907,7.774456501,0.033471187,533.135,0.03906458,77.96,18.26,12.5,5.03
6095252706,Solano,Suisun City,4113,4.525061148,7.853888194,0.013988533,682.731,0.039319484,78.73,18.12,10.9,7.74
6095252707,Solano,Fairfield,4460,4.90357178,7.789271355,0.052670603,523.662,0.03906458,81.9,17.57,12.6,6.06
6095252801,Solano,Travis AFB,2785,4.583177399,7.787416299,0.030486383,702.143,0.040067731,53.26,10.13,3.1,3.71
6095252802,Solano,Travis AFB,1048,5.823801143,7.969885945,0.146633833,850.24,0.039821029,87.41,16.62,2.0,6.13
6095252903,Solano,Vacaville,4668,4.589922426,7.04800403,0.009145867,691.173,0.040067731,51.6,13.29,11.8,7.92
6095252904,Solano,Vacaville,8433,5.612499194,7.495587865,0.052854179,1028.224,0.041261688,55.75,13.14,9.8,5.85
6095252908,Solano,Vacaville,3813,2.517467158,7.367648602,0.089916331,281.165,0.040553137,57.22,13.44,8.6,3.83
6095252909,Solano,Vacaville,5437,3.343705136,7.346253753,0.077007927,279.819,0.041028075,57.22,13.44,9.2,5.29
6095252910,Solano,Vacaville,5204,2.36664926,7.422460079,0.041563167,310.755,0.040791901,57.22,13.44,10.5,6.91
6095252911,Solano,Vacaville,5293,3.275945494,7.607109261,0.198692349,1095.244,0.041028075,57.22,13.43,15.5,7.26
6095252912,Solano,Vacaville,5496,2.71367199,7.509449005,0.102335424,349.294,0.041028075,57.22,13.44,10.3,3.13
6095252913,Solano,Vacaville,4701,3.217507827,7.453244686,0.100510131,480.764,0.040311757,57.22,13.44,10.6,2.65
6095252914,Solano,Vacaville,5920,3.254566289,7.36019361,0.056322806,313.41,0.040791901,57.22,13.44,10.9,3.85
6095252915,Solano,Vacaville,6583,3.669921448,7.41510281,0.041766285,178.167,0.040791901,58.42,13.57,9.0,5.19
6095253101,Solano,Vacaville,4789,4.869686992,7.197047472,0.219416358,2164.86,0.039821029,57.44,12.81,10.6,4.79
6095253105,Solano,Vacaville,6558,3.738924033,7.385312796,0.238266085,1277.259,0.040553137,57.22,13.44,9.1,6.28
6095253106,Solano,Vacaville,3603,2.472092904,7.330106497,0.08522307,446.717,0.040553137,57.22,13.44,9.5,6.54
6095253107,Solano,Vacaville,5697,4.140377649,7.301649253,0.196184633,1163.927,0.040311757,57.22,13.44,12.6,6.24
6095253108,Solano,Vacaville,4070,4.466060889,7.286837987,0.168205876,3410.652,0.039821029,58.23,13.52,11.6,5.43
6095253201,Solano,Vacaville,5207,3.136514254,7.191622448,0.036852054,138.099,0.040067731,57.44,12.8,10.9,1.99
6095253203,Solano,Vacaville,3855,3.668135023,7.268680573,0.130135353,258.424,0.040311757,57.44,12.8,10.6,5.22
